bhk,type,locality,area,price,price_unit,region,status,age,price _INR,Rent_price
4,Apartment,Hubtown Seasons I Wing,2434,3,Cr,Chembur,Under Construction,Unknown,30000000,25000
2,Apartment,Prithvi Prithvi Pride Phase I,890,75.65,L,Mira Road East,Under Construction,New,7565000,6304.166667
3,Apartment,Sumit Garden Grove,1400,2.8,Cr,Borivali West,Ready to move,Unknown,28000000,23333.33333
2,Apartment,Hiranandani Rodas Enclave,1060,1.7,Cr,Thane West,Ready to move,Unknown,17000000,14166.66667
2,Apartment,Kohinoor Eden B7,742,30,L,Kalyan East,Under Construction,Unknown,3000000,2500
1,Apartment,Salangpur Salasar Aangan,710,54.99,L,Mira Road East,Ready to move,Resale,5499000,4582.5
3,Apartment,Mahaavir Heritage,1435,1.5,Cr,Kharghar,Ready to move,Resale,15000000,12500
2,Apartment,Poonam Heights,950,55.5,L,Virar,Ready to move,Resale,5550000,4625
1,Apartment,MICL Aaradhya Highpark Project 1 Of Phase I,383,72,L,Bhayandar East,Under Construction,New,7200000,6000
3,Apartment,Kohinoor Square Phase 2,1500,7.19,Cr,Dadar East,Ready to move,Resale,71900000,59916.66667
3,Apartment,Hiranandani Fortune City,1500,1.7,Cr,Panvel,Under Construction,Unknown,17000000,14166.66667
3,Apartment,ACME Ozone Phase 2,1650,1.55,Cr,Thane West,Ready to move,Unknown,15500000,12916.66667
3,Apartment,Ekta Panorama,1405,7,Cr,Chembur,Ready to move,New,70000000,58333.33333
1,Apartment,Kukreja STK Kukreja Classic,969,1.69,Cr,Sanpada,Under Construction,New,16900000,14083.33333
2,Apartment,Raj Akshay,1071,1.08,Cr,Mira Road East,Under Construction,New,10800000,9000
2,Apartment,Delta Vrindavan,991,98,L,Mira Road East,Ready to move,New,9800000,8166.666667
2,Apartment,L And T Rejuve 360 Tower A,750,1.8,Cr,Mulund West,Under Construction,New,18000000,15000
1,Apartment,Provident Palmvista C1,326,47.99,L,Nilje Gaon,Under Construction,Unknown,4799000,3999.166667
1,Apartment,Vihang Metro Hive D 1,548,75.43,L,Thane West,Under Construction,New,7543000,6285.833333
1,Apartment,Sahakar Premier,390,48.96,L,Mira Road East,Under Construction,New,4896000,4080
1,Apartment,JSB Nakshatra Primus,251,22.75,L,Naigaon East,Ready to move,New,2275000,1895.833333
3,Apartment,Lodha Splendora,1200,1.15,Cr,Thane West,Ready to move,New,11500000,9583.333333
4,Apartment,Lodha Sterling,3600,4.35,Cr,Thane West,Ready to move,Unknown,43500000,36250
3,Apartment,Reputed Builder Hill Crest,1262,2.23,Cr,Andheri East,Ready to move,New,22300000,18583.33333
2,Apartment,Dosti West County,545,87,L,Thane West,Ready to move,Resale,8700000,7250
3,Apartment,Neelkanth Palms,1650,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
2,Apartment,Anmol The Nature Phase II,610,32.67,L,Karjat,Under Construction,New,3267000,2722.5
2,Apartment,JP North Barcelona,1060,1.15,Cr,Mira Road East,Under Construction,New,11500000,9583.333333
2,Apartment,Unique Ivana,1020,84.87,L,Mira Road East,Under Construction,New,8487000,7072.5
3,Apartment,Runwal Gardens Phase 2 Bldg No 18 To 23,1193,82,L,Dombivali,Under Construction,Unknown,8200000,6833.333333
1,Apartment,Qualitas QN Heights,550,25,L,Taloja,Ready to move,Resale,2500000,2083.333333
2,Apartment,Shapoorji Pallonji Northern Lights,618,1.48,Cr,Thane West,Under Construction,New,14800000,12333.33333
2,Apartment,Agarwal Doshi Complex,950,73,L,Vasai,Ready to move,Resale,7300000,6083.333333
2,Apartment,SD Epsilon,900,2.1,Cr,Kandivali East,Ready to move,Resale,21000000,17500
2,Apartment,JK IRIS,1137,95,L,Mira Road East,Under Construction,New,9500000,7916.666667
1,Apartment,Godrej Vihaa,652,38,L,Badlapur East,Under Construction,Unknown,3800000,3166.666667
2,Apartment,Davakhar Elegance,1179,66,L,Kalyan East,Under Construction,Unknown,6600000,5500
1,Apartment,Raj Akshay,715,54,L,Mira Road East,Under Construction,New,5400000,4500
2,Apartment,MAAD Nakoda Heights,835,45,L,Nala Sopara,Ready to move,Unknown,4500000,3750
2,Apartment,Lodha Splendora Platino D,680,96,L,Thane West,Under Construction,New,9600000,8000
2,Apartment,Kabra Centroid A,972,2.61,Cr,Santacruz East,Ready to move,Resale,26100000,21750
2,Apartment,Lodha Kolshet,1100,99,L,Thane West,Ready to move,Unknown,9900000,8250
1,Apartment,Umiya Oasis,695,59.6,L,Mira Road East,Ready to move,New,5960000,4966.666667
2,Apartment,Ajmera Bhakti Park,1170,2.5,Cr,Wadala,Ready to move,Resale,25000000,20833.33333
2,Apartment,Kohinoor Eden B7,555,46.51,L,Kalyan East,Under Construction,New,4651000,3875.833333
4,Apartment,Sheth Vasant Lawns,1650,3.6,Cr,Thane West,Ready to move,New,36000000,30000
1,Apartment,Panvelkar Amrut Towers,560,22,L,Badlapur East,Ready to move,Resale,2200000,1833.333333
3,Apartment,Neelkanth Greens,1650,1.9,Cr,Thane West,Ready to move,Unknown,19000000,15833.33333
3,Apartment,Dynamix Astrum,2100,2.85,Cr,Malad East,Under Construction,New,28500000,23750
3,Apartment,NARANG REALTY And WADHWA GROUP Courtyard,1600,3.1,Cr,Thane West,Ready to move,Resale,31000000,25833.33333
1,Apartment,Shree Ramdev Heights,650,61.5,L,Mira Road East,Ready to move,Resale,6150000,5125
2,Apartment,Shree Shree Haven,950,78.6,L,Mira Road East,Ready to move,Resale,7860000,6550
2,Apartment,Maitri Ocean,1050,1.05,Cr,Kharghar,Ready to move,Resale,10500000,8750
4,Apartment,Hiranandani One Hiranandani Park,2650,4.75,Cr,Thane West,Ready to move,Unknown,47500000,39583.33333
2,Apartment,Drushti Embassy,876,1.72,Cr,Ghatkopar East,Ready to move,Resale,17200000,14333.33333
1,Apartment,Bachraj Residency,582,29.75,L,Virar,Ready to move,Resale,2975000,2479.166667
4,Apartment,Sunteck Signia High,3200,5.25,Cr,Kandivali East,Ready to move,Resale,52500000,43750
1,Apartment,Techno Vision Vivanta Marvel,752,61.56,L,Mira Road East,Under Construction,New,6156000,5130
1,Apartment,Rassaz Greens ,730,65,L,Mira Road East,Ready to move,New,6500000,5416.666667
2,Apartment,Kuber Krishna Aura,1015,68,L,Ulwe,Ready to move,Resale,6800000,5666.666667
1,Apartment,Unicorn Arena,525,30.13,L,Naigaon East,Ready to move,Resale,3013000,2510.833333
3,Apartment,Kalpataru Magnus,1421,7.1,Cr,Bandra East,Under Construction,New,71000000,59166.66667
1,Apartment,Vlkrishnapingaksha Peak 25,392,74.99,L,Vikhroli,Under Construction,New,7499000,6249.166667
2,Apartment,Maa ZYNERGY,690,1.86,Cr,Chembur,Under Construction,New,18600000,15500
2,Apartment,Reputed Builder Laxmi Sadan Housing society,900,1.6,Cr,Kandivali East,Ready to move,Resale,16000000,13333.33333
2,Apartment,Arvel Nisarg Shrushti Phase 1,532,42.84,L,Palghar,Under Construction,New,4284000,3570
3,Apartment,Prestige Siesta,2449,3.46,Cr,Mulund West,Under Construction,New,34600000,28833.33333
3,Apartment,Hiranandani Meadows,1400,2.5,Cr,Thane West,Ready to move,Unknown,25000000,20833.33333
2,Apartment,ACME Eucalyptia,600,1.32,Cr,Thane West,Under Construction,New,13200000,11000
1,Apartment,Paradise Sai Icon,700,53,L,Kharghar,Under Construction,New,5300000,4416.666667
1,Apartment,Sudhanshu Imperia Wing C,316,55,L,Bhandup West,Under Construction,New,5500000,4583.333333
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
1,Studio Apartment,Roha Realty Roha Vatika,444,53,L,Kurla,Ready to move,Resale,5300000,4416.666667
2,Apartment,Raunak City 2,1000,52,L,Kalyan West,Ready to move,Resale,5200000,4333.333333
3,Apartment,Hiranandani Brookhill,2100,4.25,Cr,Thane West,Ready to move,Resale,42500000,35416.66667
2,Apartment,Paradise Sai Jewels,1240,1.07,Cr,Kharghar,Ready to move,Resale,10700000,8916.666667
1,Apartment,Puneet Amarjyoti,581,77,L,Vikhroli,Under Construction,New,7700000,6416.666667
2,Apartment,Omkar Alta Monte,1099,2.35,Cr,Malad East,Ready to move,Unknown,23500000,19583.33333
2,Apartment,Shapoorji Pallonji Northern Lights,618,1.48,Cr,Thane West,Under Construction,New,14800000,12333.33333
3,Apartment,Neelam Solstice Phase I,1255,2.2,Cr,Ghatkopar East,Ready to move,New,22000000,18333.33333
1,Apartment,Dotom Blumen,398,86.12,L,Vikhroli,Under Construction,Unknown,8612000,7176.666667
3,Apartment,Matru Bhakti Vatsalya Apartment,1500,2.5,Cr,Andheri West,Ready to move,Resale,25000000,20833.33333
1,Apartment,Runwal Runwal Forests Tower 9 To 11,535,1.52,Cr,Kanjurmarg,Under Construction,New,15200000,12666.66667
1,Apartment,Shraddha Pinnacle,370,59.97,L,Vikhroli,Under Construction,New,5997000,4997.5
2,Apartment,Sarang Krishna Sarang Galaxy,1075,80,L,Ulwe,Ready to move,Resale,8000000,6666.666667
2,Apartment,Haware Altura,650,1.1,Cr,Vikhroli,Under Construction,Resale,11000000,9166.666667
2,Apartment,Sheetal Tapovan Heights,1130,93,L,Ulwe,Ready to move,Resale,9300000,7750
2,Apartment,Vishesh Balaji Symphony ,850,78,L,Panvel,Ready to move,Resale,7800000,6500
2,Apartment,Marathon Galaxy,1030,1.85,Cr,Mulund West,Ready to move,Resale,18500000,15416.66667
2,Apartment,JP Codename Dream Home Tower B,890,91,L,Mira Road East,Ready to move,New,9100000,7583.333333
4,Apartment,Raheja Imperia I,2960,13.25,Cr,Lower Parel,Ready to move,Resale,132500000,110416.6667
1,Apartment,Lodha Paradise,500,64,L,Thane West,Ready to move,Resale,6400000,5333.333333
2,Apartment,DLH Dream Tower,655,1.83,Cr,Jogeshwari West,Under Construction,New,18300000,15250
2,Apartment,Runwal Gardens,554,56.36,L,Dombivali,Under Construction,New,5636000,4696.666667
1,Apartment,Krishna Shanti Kunj,650,60,L,Sector 20 Kamothe,Ready to move,Resale,6000000,5000
1,Apartment,Bhoomi Hills,600,85.11,L,Kandivali East,Ready to move,Resale,8511000,7092.5
4,Apartment,Crystal Associates,1264,1,Cr,Vasai,Ready to move,Unknown,10000000,8333.333333
2,Apartment,Neminath Heights,850,90,L,Mira Road East,Ready to move,Resale,9000000,7500
2,Apartment,Rajyog Odina,968,1.89,Cr,Chembur,Ready to move,New,18900000,15750
3,Apartment,Reputed Builder N G Royal Park,1400,1.7,Cr,Kanjurmarg East,Ready to move,Resale,17000000,14166.66667
1,Apartment,JP North Phase 6 Alexa,650,64,L,Mira Road East,Under Construction,New,6400000,5333.333333
1,Apartment,South Field Gravity,550,65,L,Bhandup East,Under Construction,Resale,6500000,5416.666667
1,Apartment,Amar Vinay Heritage,690,63.5,L,Mira Road East,Ready to move,New,6350000,5291.666667
3,Apartment,Shiv Shakti Builders Tower 28,1150,1.75,Cr,Malad East,Under Construction,New,17500000,14583.33333
1,Apartment,Enso Enso Sanza,367,71,L,Kandivali East,Under Construction,New,7100000,5916.666667
1,Apartment,Sadguru Complex,600,54,L,Mira Road East,Ready to move,Resale,5400000,4500
3,Apartment,Neelkanth Greens,1650,1.9,Cr,Thane West,Ready to move,Unknown,19000000,15833.33333
1,Apartment,Reputed Builder Brahmand Phase 3,490,53,L,Thane West,Ready to move,Resale,5300000,4416.666667
2,Apartment,Siddhi Highland Haven Building 2B Dew A Phase 2,965,97,L,Thane West,Ready to move,Resale,9700000,8083.333333
1,Apartment,Upturn Atmiya Centria,428,1.28,Cr,Santacruz East,Under Construction,New,12800000,10666.66667
1,Apartment,Gurukrupa Aramus Galassia,695,56,L,Ulwe,Ready to move,Resale,5600000,4666.666667
1,Apartment,Ajmera Florida,545,1.41,Cr,Andheri West,Ready to move,Resale,14100000,11750
3,Apartment,Hex Solitaire,1530,1.4,Cr,Kharghar,Ready to move,Resale,14000000,11666.66667
2,Apartment,Divya Shree Abhishek CHSL,548,1.55,Cr,Kandivali West,Ready to move,New,15500000,12916.66667
2,Apartment,Lodha Majiwada Tower 1,1050,91,L,Thane West,Under Construction,Unknown,9100000,7583.333333
2,Apartment,Nirmal Polaris B 20 21,1116,1.57,Cr,Mulund West,Ready to move,Resale,15700000,13083.33333
3,Apartment,Sahil Associates Siddhivinayak Splendour,1600,1.35,Cr,Ulwe,Ready to move,New,13500000,11250
1,Apartment,Savannah Avalon,326,90.5,L,Andheri East,Under Construction,New,9050000,7541.666667
2,Apartment,Rustomjee Urbania,687,1.28,Cr,Thane West,Ready to move,New,12800000,10666.66667
6,Apartment,Darvesh Royale,4200,21,Cr,Bandra West,Ready to move,Resale,210000000,175000
2,Apartment,Shree Balaji Om Rudra,1300,1.18,Cr,Kharghar,Ready to move,Unknown,11800000,9833.333333
2,Apartment,Sunteck City Avenue 2,579,1.7,Cr,Goregaon West,Under Construction,New,17000000,14166.66667
2,Apartment,Sethia Marine View,655,1.23,Cr,Borivali West,Under Construction,New,12300000,10250
2,Apartment,Paradigm Antalya,521,99,L,Jogeshwari West,Under Construction,New,9900000,8250
1,Apartment,Lodha Palava Primia E To J,770,34.99,L,Dombivali,Ready to move,Resale,3499000,2915.833333
1,Apartment,Maharaja Complex,550,26,L,Virar,Ready to move,New,2600000,2166.666667
2,Apartment,Runwal Codename Enchanted,815,84,L,Thane West,Under Construction,Unknown,8400000,7000
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
2,Apartment,Mohite Anuj Aura,612,1.25,Cr,Ghatkopar East,Under Construction,New,12500000,10416.66667
3,Apartment,Lodha Upper Thane,986,1.21,Cr,Anjurdive,Under Construction,New,12100000,10083.33333
2,Apartment,Bhagwati Greens 1,1150,59,L,Kharghar,Ready to move,Resale,5900000,4916.666667
1,Apartment,Sai Shradha The Greens,386,31.25,L,Taloja,Under Construction,New,3125000,2604.166667
1,Apartment,Sai Crystal Homes Sai Crystal Residency,560,28.5,L,Nalasopara East,Ready to move,Resale,2850000,2375
2,Apartment,JP Road Project,581,1.35,Cr,Andheri West,Under Construction,New,13500000,11250
1,Studio Apartment,Roha Realty Roha Vatika,555,56,L,Kurla,Ready to move,Resale,5600000,4666.666667
2,Apartment,VL Savli Passcode One Vikhroli,782,1.02,Cr,Vikhroli,Under Construction,New,10200000,8500
2,Apartment,Om Shree Sai Woodside Meadows,830,59,L,Kalyan West,Ready to move,Unknown,5900000,4916.666667
1,Apartment,Unique Green Park CHS,600,64,L,Mira Road East,Ready to move,Resale,6400000,5333.333333
3,Apartment,T Bhimjyani The Verraton,1350,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
2,Apartment,Sunteck Signia Waterfront,1050,1.7,Cr,Airoli,Ready to move,Resale,17000000,14166.66667
3,Apartment,Kalpataru Hills,1750,2.2,Cr,Thane West,Ready to move,Unknown,22000000,18333.33333
3,Apartment,Rustomjee Crown Phase 1,1335,7.5,Cr,Prabhadevi,Under Construction,New,75000000,62500
1,Apartment,Agarwal Nagri,500,30,L,Vasai,Ready to move,Resale,3000000,2500
3,Apartment,Kalpataru Radiance,2293,4.61,Cr,Goregaon West,Under Construction,Resale,46100000,38416.66667
4,Apartment,Sheth Avalon,3600,5.75,Cr,Thane West,Ready to move,Unknown,57500000,47916.66667
1,Apartment,Crystal Fiama NX,650,44,L,Thane West,Ready to move,Resale,4400000,3666.666667
1,Apartment,JSB Nakshatra Aarambh,600,27,L,Naigaon East,Under Construction,Resale,2700000,2250
2,Apartment,Mahindra Alcove,736,1.99,Cr,Andheri East,Under Construction,New,19900000,16583.33333
3,Apartment,Kanakia Samarpan,875,1.89,Cr,Kandivali East,Ready to move,Resale,18900000,15750
3,Apartment,Mahaavir MAHAGHAR,700,77.25,L,Taloja,Under Construction,New,7725000,6437.5
2,Apartment,Reputed Builder Neighbourhood Society,750,1.2,Cr,Kandivali East,Ready to move,Resale,12000000,10000
3,Apartment,Reputed Builder Samriddhi,1168,1.3,Cr,Mira Road East,Ready to move,New,13000000,10833.33333
4,Apartment,Kamala Garden Grove Phase 2,2500,5.6,Cr,Borivali West,Ready to move,Unknown,56000000,46666.66667
2,Apartment,Dosti West County Phase 4 Dosti Pine,556,82.53,L,Thane West,Under Construction,New,8253000,6877.5
2,Apartment,Sanghvi Ecocity,1024,90,L,Mira Road East,Ready to move,New,9000000,7500
2,Apartment,Salangpur Salasar Aangan,950,91,L,Mira Road East,Ready to move,Resale,9100000,7583.333333
2,Apartment,Raj Akshay,1062,88,L,Mira Road East,Ready to move,New,8800000,7333.333333
1,Apartment,Planet Highlands,674,22,L,Neral,Ready to move,New,2200000,1833.333333
2,Apartment,Royce Paradise,965,64.99,L,Kalyan West,Ready to move,Resale,6499000,5415.833333
2,Apartment,Ajmera Zeon,1315,3.15,Cr,Wadala,Ready to move,Resale,31500000,26250
1,Apartment,Mohan Nano Estates I,414,22,L,Ambernath West,Ready to move,Unknown,2200000,1833.333333
1,Apartment,Reputed Builder Wild Wood Park 2,651,20,L,Andheri West,Ready to move,Resale,2000000,1666.666667
2,Apartment,Romell Diva,962,1.8,Cr,Malad West,Ready to move,Unknown,18000000,15000
2,Apartment,Sri Garden Avenue K,750,45,L,Virar,Ready to move,New,4500000,3750
2,Apartment,Kalpataru Hills,1065,1.15,Cr,Thane West,Ready to move,Unknown,11500000,9583.333333
3,Apartment,Aristo Pearl Residency,1840,5.91,Cr,Prabhadevi,Ready to move,Resale,59100000,49250
7,Apartment,Omkar 1973,10000,22,Cr,Worli,Ready to move,Unknown,220000000,183333.3333
1,Apartment,Raunak Raunak City 3,405,34.99,L,Kalyan West,Ready to move,New,3499000,2915.833333
2,Apartment,Millionaire Millionaire Heritage,1058,1.66,Cr,Andheri West,Ready to move,Resale,16600000,13833.33333
2,Apartment,Hubtown Gardenia,850,88,L,Mira Road East,Ready to move,Resale,8800000,7333.333333
1,Apartment,JP North Phase 6 Alexa,710,67.5,L,Mira Road East,Under Construction,New,6750000,5625
2,Apartment,Hiranandani Meadows,1100,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
3,Apartment,Kalpataru Srishti Namaah,1450,1.38,Cr,Mira Road East,Under Construction,New,13800000,11500
2,Apartment,Dedhia Palatial Height,950,1.7,Cr,Andheri East,Ready to move,Resale,17000000,14166.66667
2,Apartment,Reputed Builder Balaji Garden,950,1.5,Cr,Koper Khairane,Ready to move,Resale,15000000,12500
1,Apartment,Amar Vinay Heritage,725,64,L,Mira Road East,Under Construction,New,6400000,5333.333333
1,Apartment,Sethia Sea View,465,85,L,Goregaon West,Under Construction,New,8500000,7083.333333
1,Apartment,GBK Vishwajeet Precious Phase II,444,30,L,Kalyan West,Under Construction,New,3000000,2500
2,Apartment,Reputed Builder Bhakti Residency,1100,1.8,Cr,Sanpada,Ready to move,Resale,18000000,15000
4,Apartment,Kalpataru Habitat,2800,10.99,Cr,Parel,Ready to move,Resale,109900000,91583.33333
2,Apartment,Bhoomi Acres,900,1.1,Cr,Thane West,Ready to move,Resale,11000000,9166.666667
3,Apartment,Kalpataru Hills,1650,2.05,Cr,Thane West,Ready to move,Unknown,20500000,17083.33333
2,Apartment,Bhoomi Acropolis,910,40.95,L,Virar,Ready to move,New,4095000,3412.5
2,Apartment,Reputed Builder Samriddhi,1026,1.15,Cr,Mira Road East,Ready to move,New,11500000,9583.333333
1,Apartment,Sunteck One World,374,37,L,Naigaon East,Under Construction,New,3700000,3083.333333
1,Apartment,A H A H Sapphire,700,74,L,Mira Road East,Under Construction,New,7400000,6166.666667
2,Apartment,Sai Shradha The Greens,627,50.8,L,Taloja,Under Construction,New,5080000,4233.333333
3,Apartment,JP JP North Phase 5 Euphoria,1386,1.44,Cr,Mira Road East,Ready to move,Resale,14400000,12000
3,Apartment,Soham Crystal Spires,1250,2.4,Cr,Thane West,Ready to move,Resale,24000000,20000
1,Apartment,Reputed Builder Sonal Laxmi Apartments,700,68,L,Thane West,Ready to move,Resale,6800000,5666.666667
3,Apartment,Runwal Garden City Dahlia,1650,1.6,Cr,Thane West,Ready to move,Unknown,16000000,13333.33333
1,Apartment,Gopal Krishna Krishna Square,705,42,L,Kalyan East,Under Construction,Unknown,4200000,3500
3,Apartment,Kalpataru Siddhachal Elite,1850,2.9,Cr,Thane West,Ready to move,Unknown,29000000,24166.66667
3,Apartment,Cosmos Horizon,1650,1.75,Cr,Thane West,Ready to move,Unknown,17500000,14583.33333
1,Apartment,Metro Paramount,681,45,L,Shil Phata,Under Construction,New,4500000,3750
1,Apartment,JV Ariana Residency,590,72,L,Borivali East,Under Construction,New,7200000,6000
2,Apartment,Mohan Suburbia,945,44,L,Ambernath West,Ready to move,Unknown,4400000,3666.666667
3,Apartment,Lashkaria Green Height,1792,3,Cr,Andheri West,Ready to move,Resale,30000000,25000
3,Apartment,Hubtown Harmony,600,2.24,Cr,Matunga,Under Construction,New,22400000,18666.66667
3,Apartment,Reputed Builder Shreeji Splendor,1380,1.4,Cr,Thane West,Ready to move,Resale,14000000,11666.66667
